Id,HIghest,SGD,"Softmax
","
Model3"
44,0.755771612,0.12633134,0.032957003,0.065193266
45,0.9997712267,0.9998606,0.99999344,0.999997
46,0.99559104,0.9888406,0.95635736,0.989838
47,0.4772339093,0.33404952,0.20186065,0.5761454
48,0.02559633847,0.032458924,0.008259915,0.018516958
49,0.1211634243,0.09086848,0.04656644,0.065143526
50,0.001032883325,0.0020317137,8.91E-06,3.34E-05
51,0.00090525671,0.0016462952,0.00014553193,0.0005286634
52,0.3287919915,0.2829824,0.006852868,0.28452963
53,0.0003948812348,0.0017696172,1.37E-06,3.09E-05
54,0.9962319673,0.99861,0.99984276,0.99983704
55,0.49352517,0.4459113,0.15554252,0.33794004
56,0.000274567458,0.00029173493,5.41E-06,2.57E-05
57,0.0446872988,0.024995692,0.0052326056,0.025471598
58,0.09269727253,0.038525477,0.018269485,0.010795563
59,0.006505119428,0.004635252,4.85E-05,0.0012355149
60,0.0005128411109,0.0020828992,2.83E-06,1.77E-05
61,0.9996415093,0.999609,0.9999994,0.9999957
62,0.001651690409,0.005519636,9.60E-06,8.43E-05
63,0.9889300673,0.9650198,0.9950458,0.999232
64,0.9976831173,0.99355346,0.9999919,0.9999409
65,0.1290104908,0.12944332,0.04183482,0.06324664
66,0.0004256538717,0.00032720715,2.66E-05,0.0004941821
67,0.1108086159,0.15368073,0.00020133429,0.0062505007
68,0.0718072916,0.02347748,0.00018043889,0.011709094
69,0.08154820373,0.116044626,0.015244562,0.025907993
70,0.001475880547,0.00065882504,0.0002770458,0.0030773878
71,0.9999761753,0.9997901,0.9999776,0.99999994
72,0.1637097964,0.20394956,0.116904244,0.16327801
73,0.0004401961973,0.00049340725,4.53E-05,0.0003630817
74,0.99999622,0.9999888,1,1
75,0.0001412844479,0.00011082739,6.31E-06,1.94E-05
76,0.989793672,0.9487013,0.9993414,0.9990199
77,0.0009226361827,0.0012398139,0.00010970801,0.0005015135
78,0.01204651192,0.020152994,0.0017162723,0.0049012303
79,0.0004235248652,9.73E-05,3.88E-06,4.70E-05
80,0.0005373736173,0.00018112361,0.00022360838,0.0007994175
81,0.0008912104419,0.0020966008,1.20E-05,5.45E-05
82,0.9998828047,0.9992845,0.9999989,0.9999993
83,0.9982546907,0.97313946,0.99999845,0.99947387
84,0.9991129067,0.99907696,0.9993876,0.99999523
85,0.0503760584,0.08211074,0.0035438754,0.015182972
86,0.9980691673,0.99746865,0.9999435,0.9999794
87,0.000920872906,0.0021485314,5.18E-06,1.21E-05
88,0.9991097787,0.9962157,0.9976555,0.9999641
89,0.999998856,0.9999968,1,1
90,0.03937237426,0.10912529,0.006187158,0.007816672
91,0.989924054,0.9093817,0.86611575,0.99992
92,0.3257391067,0.30725756,0.00031159018,0.0028319955
93,0.999998546,0.9999956,1,1
94,0.0005227981733,0.00030606985,8.77E-05,8.40E-05
95,0.9886308633,0.9590173,0.9999933,0.99999774
96,0.8003140807,0.840953,0.9719124,0.9972613
97,0.498172006,0.5622357,0.106706336,0.3936666
98,0.9969518133,0.9819136,0.9993594,0.99928236
99,0.0003889481227,0.00025292486,0.00010165765,0.0009852946
100,0.999998686,0.99999666,1,1
101,0.0001256000716,0.000112205744,1.33E-06,1.61E-05
102,0.000333468116,0.00013837963,0.00024358607,0.0002940297
103,0.0008761386267,0.0004811138,0.0008192651,0.0019760728
104,0.0002214381264,0.00013904274,4.44E-06,3.79E-05
105,0.005326520911,0.025546014,2.78E-05,0.0011538565
106,0.9905314147,0.98719966,0.99865365,0.999331
107,0.01159410475,0.095393516,4.14E-05,0.00072684884
108,0.0009981552833,0.0008033663,0.00037756359,0.004062623
109,0.0006179649879,0.00062093884,6.06E-05,0.00013065338
110,0.2883960144,0.18863101,0.0014318124,0.2048088
111,0.999965168,0.99982345,0.9997576,0.9999995
112,0.4711262196,0.94344133,0.56805605,0.10429379
113,0.0557255284,0.057414897,0.020463364,0.007886946
114,0.0252948086,0.011184193,0.0012155542,0.0029938817
115,0.9752954247,0.9677702,0.991156,0.99828327
116,0.99886472,0.98307085,0.99996674,0.9999229
117,0.0001801489881,0.00011369586,5.94E-06,1.15E-05
118,0.0472252688,0.04219699,0.027368346,0.030712098
119,0.001400338097,0.002108626,1.62E-05,0.00024136901
120,0.999995208,0.99999315,1,1
121,0.99950848,0.9987798,0.9999981,0.99997187
122,0.0003529349943,0.0003784299,0.00016428881,0.0014616847
123,0.0005865080335,0.0016316995,4.50E-06,2.68E-05
124,0.9931179973,0.98895204,0.9989625,0.9999654
125,0.2651356334,0.6364598,0.001488692,0.00899601
126,0.02823645683,0.034971215,4.89E-05,0.00021964312
127,0.9991608213,0.99432874,0.9998934,0.99989617
128,0.9975404227,0.9921411,0.98924595,0.99849194
129,0.01597793687,0.021337286,0.0014943756,0.0019209981
130,0.0006484274828,0.0041356683,3.60E-06,1.84E-05
131,0.1363203455,0.18028772,0.0006775583,0.031463593
132,0.3472499009,0.37783238,0.09113347,0.048238277
133,0.4545658004,0.840538,0.00079643435,0.30242845
134,0.9999688173,0.99979097,0.99985015,0.99999976
135,0.525834838,0.93040466,0.073694795,0.00946328
136,0.000960133486,0.00036124885,0.00012510037,0.001725018
137,0.9245413647,0.79005605,0.99995697,0.99993986
138,0.004918666691,0.04209339,6.92E-06,0.00066664815
139,0.03062499379,0.032906264,0.00047988948,0.0008198321
140,0.0784300008,0.0996664,0.024860473,0.010320812
141,0.08669859944,0.22277415,0.00045875242,0.0054251254
142,0.9984860507,0.9969686,0.9999621,0.9999757
143,0.9499991913,0.9476841,0.9971529,0.9984747
144,0.2887159711,0.42949995,0.028526803,0.74806625
145,0.1637843715,0.18598059,0.059659787,0.07734439
146,0.0002965542612,0.00044208765,1.13E-05,6.67E-05
147,0.999998854,0.99999607,1,1
148,0.003858580069,0.009102657,0.00015685547,0.00010731816
149,0.3941575291,0.28496867,0.118981905,0.1664288
150,0.0466438516,0.041577615,0.0137060275,0.011217117
151,0.9990981827,0.99048257,0.9999187,0.9999425
152,0.0003392253525,0.00035526603,0.00014452862,0.00031146407
153,0.0645326626,0.0635237,0.0023529665,0.023447186
154,0.000246125462,0.0005812794,8.70E-05,0.00041010976
155,0.01499568622,0.062196925,0.00041339116,0.00034162402
156,0.001448013383,0.0017569587,2.53E-05,0.000117987394
157,0.01910306356,0.12020769,0.00012045972,0.005184859
158,0.9999423867,0.99984616,0.99999976,0.9999981
159,0.9955099707,0.97147715,0.9999981,0.99967796
160,0.01356290142,0.025558867,6.01E-06,0.0008942783
161,0.0004457851287,0.0003882572,0.00017125609,0.0011235178
162,0.98087238,0.99053013,0.11077017,0.99966246
163,0.9984276027,0.99620205,0.99996305,0.99991405
164,0.0002066718766,0.00011339784,3.73E-06,5.64E-05
165,0.001101068659,0.00035839528,0.0018233185,0.0035624802
166,0.0001535052131,9.26E-05,1.97E-06,2.82E-05
167,0.8819253293,0.7187724,0.89823294,0.9945062
168,0.1388192048,0.100140005,0.016711487,0.031003535
169,0.000198500815,0.0001719743,4.11E-06,2.42E-05
170,0.9994236,0.9945255,0.99984384,0.9998888
171,0.1959283455,0.07381031,0.062121343,0.119556576
172,0.2003338287,0.3249569,0.0028050148,0.14884672
173,0.3394899992,0.91033775,0.0011553955,0.028861135
174,0.2446358627,0.08462151,0.00032489025,0.003498733
175,0.0003140067474,0.0020200536,3.81E-06,1.13E-05
176,0.02005391663,0.044129208,0.005328163,0.019899786
177,0.04107426057,0.082765,0.008909506,0.00768891
178,0.001338930911,0.00036786497,0.00085754145,0.004564196
179,0.99999472,0.99999326,1,1
180,0.001416567953,0.008069284,1.59E-05,0.0004748702
181,0.9991670427,0.99823904,0.99998486,0.9999954
182,0.0002986426298,0.00019390136,1.15E-05,5.16E-05
183,0.999994968,0.99999166,1,1
184,0.9054482687,0.9342291,0.9826485,0.9699702
185,0.0003307935702,0.00038658828,7.99E-06,6.54E-05
186,0.9993894267,0.9927907,0.99994314,0.99964476
187,0.999998594,0.99999547,1,1
188,0.03000515689,0.01952529,0.008230157,0.009368688
189,0.9989483387,0.99603146,0.99993336,0.9997671
190,0.0003756868697,0.00051451474,0.00045078006,0.0013509393
191,0.0003549915772,0.00013082474,1.60E-06,3.18E-05
192,0.0002036358242,0.00020229071,1.64E-06,2.82E-05
193,0.9887112607,0.91442955,0.9995553,0.99998695
194,0.0006935596536,0.0031432211,9.53E-06,3.11E-05
195,0.01096372001,0.0023566931,0.008442041,0.0053018928
196,0.0001766044897,0.000181593,6.25E-06,2.39E-05
197,0.999544802,0.9934028,1,0.9999064
198,0.99999771,0.99998647,1,1
199,0.0002221818883,0.00025244802,5.27E-06,3.23E-05
200,0.9994459333,0.99793494,0.99916136,0.99998283
201,0.9882930007,0.95210195,0.9999629,0.9997065
202,0.999253046,0.99844164,0.99967396,0.9999591
203,0.0003427565087,0.00077871233,0.000119868244,0.00070896745
204,0.0005436639053,0.0003221184,9.30E-05,0.00013390183
205,0.0005215352207,0.00081185997,0.000107767,0.0005674958
206,0.994719738,0.9577943,0.998281,0.99459875
207,0.99999888,0.9999959,1,1
208,0.9984869447,0.99593353,0.999936,0.999949
209,0.1659037183,0.108293965,0.03442861,0.21529156
210,0.0001515924786,0.00014405698,7.67E-06,2.24E-05
211,0.9744205067,0.9707022,0.9999149,0.99998504
212,0.001250544709,0.0015468001,0.00020305549,0.0016977489
213,0.0003343423187,0.00034186244,5.23E-05,6.29E-05
214,0.005587518299,0.012580536,8.10E-05,0.0007085502
215,0.02598407067,0.050384015,0.0043374533,0.0060099363
216,0.0002580702111,0.00018511713,5.73E-06,2.56E-05
217,0.0001741189798,0.00012802333,4.30E-06,1.28E-05
218,0.0008113694195,0.0016468987,8.02E-06,4.98E-05
219,0.08734685475,0.05954487,0.004966386,0.019699752
220,0.9993764613,0.9979122,0.99895275,0.9999759
221,0.0005706806987,0.0003285706,2.92E-05,5.94E-05
222,0.9999702787,0.99977344,0.9999459,0.99999976
223,0.0006171643763,0.00029110163,0.0001980871,0.00029933453
224,0.0143439508,0.04724265,0.0002479843,0.0009623766
225,0.9992737333,0.9910154,0.99913764,0.9981661
226,0.0005791306387,0.00020472705,3.31E-05,0.00030189753
227,0.0002359864268,0.0010458305,6.09E-05,0.00016525388
228,0.01836699268,0.076254725,0.000271405,0.0034064353
229,0.0001910680332,0.00017355382,7.96E-06,1.11E-05
230,0.04136879011,0.057977766,0.005376721,0.007406652
231,0.9990125333,0.99713326,0.9980671,0.99999607
232,0.9038306533,0.9837407,0.8409168,0.98983777
233,0.0007179641577,0.0024393648,6.30E-06,6.76E-05
234,0.0003375840128,0.00013628602,2.35E-05,3.27E-05
235,0.0006870746588,0.0005696565,6.57E-05,0.00012406707
236,0.4860192373,0.6064487,0.22493295,0.94658667
237,0.9963162133,0.9947388,0.99964845,0.9999757
238,0.0004194353351,0.0002099052,1.46E-05,3.10E-05
239,0.9980025653,0.99884117,0.9999982,0.999999
240,0.9995378727,0.9976248,0.9997136,0.99993885
241,0.759725906,0.46172297,0.11994095,0.8038322
242,0.9950746867,0.9815527,0.99788,0.99982405
243,0.01013148818,0.013088256,0.00015740548,0.0030708313
244,0.998725412,0.99420977,0.9994288,0.9999831
245,0.001253281032,0.0043962374,1.41E-05,6.19E-05
246,0.9999704273,0.9997806,0.99996686,0.9999998
247,0.999798422,0.9983306,0.9993082,0.99990153
248,0.9993887947,0.97929215,0.9933989,0.9987805
249,0.0001577550727,0.00025118142,4.92E-06,1.88E-05
250,0.99999842,0.9999957,1,1
251,0.99999846,0.99999577,1,1
252,0.09374807655,0.028387286,0.018691346,0.074786544
253,0.9999982,0.9999955,1,1
254,0.0003332758753,0.0019096732,4.47E-06,1.22E-05
255,0.2990462452,0.5797911,0.0013737339,0.06288993
256,0.0007030149273,0.0004692152,0.00017319187,0.00064504147
257,0.0100834659,0.008339427,6.35E-05,0.00032061338
258,0.02715064143,0.016243227,0.0008599525,0.01570037
259,0.3306610227,0.41280264,0.0040733246,0.015827328
260,0.02172667769,0.062234454,0.00013013191,0.010851234
261,0.9995873473,0.9982182,1,0.999906
262,0.0001604436968,0.00010070205,3.20E-06,1.52E-05
263,0.0006174999,0.00014015287,1.86E-05,4.52E-05
264,0.09447678153,0.16536751,0.03905964,0.03643641
265,0.999543882,0.99802816,1,0.9998938
266,0.999608148,0.9951392,0.9996507,0.9997136
267,0.002522120935,0.0014794916,9.75E-06,0.00015339255
268,0.1519987169,0.031425633,0.0026867236,0.064613074
269,0.02741868889,0.044826187,0.00029699501,0.0018859804
270,0.0004418710887,0.0007280484,2.54E-05,0.0006377101
271,0.07039124,0.32293618,0.0018163983,0.01776293
272,0.9965717067,0.9630015,0.99954224,0.99962485
273,0.1344987387,0.15932369,0.0025508662,0.02718538
274,0.0001188264959,0.00015072525,4.44E-07,2.46E-05
275,0.9997802487,0.9997909,0.99912924,0.9999974
276,0.972050662,0.74747944,0.9923855,0.9914371
277,0.5601545813,0.98559964,0.17397915,0.7264735
278,0.9981949887,0.97782683,1,0.99800575
279,0.00018897643,0.0001559779,5.09E-06,1.73E-05
280,0.666315647,0.8275992,0.49950713,0.8549398
281,0.1689948052,0.07979959,0.040521406,0.16767058
282,0.0126854075,0.010545805,2.02E-05,0.00031080842
283,0.999994932,0.9999932,1,1
284,0.9994483993,0.9997777,0.9999957,0.99871325
285,0.001108092061,0.003135562,0.00018522839,0.000110805035
286,0.9997932247,0.9944833,0.999967,0.99994636
287,0.804545466,0.7759719,0.013573981,0.8341936
288,0.99999408,0.999993,1,1
289,0.9995211773,0.99775594,0.99973685,0.9999096
290,0.998466572,0.99439704,0.99999964,0.9999727
291,0.02724333807,0.026621178,0.001626632,0.0044248104
292,0.9980969687,0.98077714,0.9996686,0.9998653
293,0.0007129888449,0.0017077774,5.91E-06,3.09E-05
294,0.0026227276,0.0025134683,0.0011853273,0.0011251867
295,0.0002311839021,0.0006284788,0.00012672797,0.00048306584
296,0.000228939452,0.00059598684,0.000103558814,0.00022354722
297,0.0001959634191,0.00022200495,1.01E-05,2.35E-05
298,0.999852508,0.99939644,0.99994946,0.99999785
299,0.05322754193,0.017004028,0.000120593504,0.0001065135
300,0.2351632987,0.07612466,0.13659625,0.08999461
301,0.99999561,0.9999933,1,1
302,0.001500346271,0.00077165663,0.0005475445,0.0045662224
303,0.0008637289213,0.0009933785,0.0006885539,0.004909694
304,0.9998843567,0.9991827,0.9999989,0.999998
305,0.00080411036,0.00019907951,0.00043821824,0.00064367056
306,0.983021516,0.86744106,0.9989002,0.99995494
307,0.9998808347,0.99959326,0.9999981,0.99999785
308,0.001345447273,0.00043987483,2.71E-05,0.00012484193
309,0.999019916,0.996207,0.9999943,0.99999285
310,0.0006319701935,0.0002490431,8.75E-06,4.80E-05
311,0.003277775992,0.01474458,4.19E-05,0.0010232627
312,0.0002654829671,0.00015532225,8.47E-06,2.77E-05
313,0.0002614315683,0.002300717,3.94E-06,2.63E-05
314,0.0003269047493,9.96E-05,7.02E-07,2.64E-05
315,0.0001976628426,0.00031162053,4.16E-06,2.01E-05
316,0.9937529487,0.7031125,0.99999964,0.99999976
317,0.99999812,0.9999959,1,1
318,0.01516154002,0.011430621,0.0030084278,0.0035020113
319,0.9998685707,0.9985604,0.99996316,0.9999989
320,0.99098855,0.85312045,0.32843703,0.8497821
321,0.1161589523,0.024448365,0.0036448683,0.0008136928
322,0.01619822496,0.029301144,6.23E-05,0.0042129457
323,0.01494520827,0.2153616,0.00012982987,0.0011295974
324,0.9979864227,0.99395704,0.9997708,0.99997133
325,0.09104628207,0.044065446,0.07266247,0.0582231
326,0.01708948213,0.11036861,0.002353824,0.00438568
327,0.0416670912,0.020579897,0.02400521,0.051221937
328,0.987931926,0.97800374,0.99988735,0.99870205
329,0.0001925052171,0.0005319789,7.39E-05,0.00024694204
330,0.1258538737,0.19222249,0.13130425,0.10382295
331,0.9996618427,0.9960213,0.9999937,0.99998724
332,0.999676588,0.999183,0.9999989,0.9999355
333,0.06130359625,0.016063765,0.00017614318,0.00054103136
334,0.0005044261533,0.00034101307,0.00023468026,0.00030258298
335,0.95025979,0.9620935,0.9562431,0.9816613
336,0.0002771779432,9.46E-05,2.94E-06,3.18E-05
337,0.0704529222,0.08571923,0.09589725,0.019022942
338,0.98766998,0.9361489,0.50086737,0.962307
339,0.0002715726693,0.00044903904,0.00028608085,0.00018036366
340,0.9999946613,0.9999929,1,1
341,0.9999791273,0.999902,0.9999999,0.99999976
342,0.3050203003,0.08377502,0.0724893,0.29928324
343,0.4577410067,0.60499763,0.001683756,0.4946623
344,0.2244100263,0.24742267,0.021380467,0.090390414
345,0.3239557404,0.13086183,0.00030553617,0.8282758
346,0.3439920407,0.59267735,0.00051643053,0.07897496
347,0.0423829314,0.071488075,0.022560677,0.008816779
348,0.9996054153,0.9995924,0.99999654,0.99999833
349,0.03589066968,0.04951652,0.00020704833,0.00387913
350,0.999998692,0.9999968,1,1
351,0.001555025734,0.0025243685,4.10E-06,2.31E-05
352,0.99999826,0.99999493,1,1
353,0.4230116493,0.2517854,0.29944924,0.23607361
354,0.001711456639,0.0012100115,0.0001578844,0.00028008223
355,0.002309066111,0.0039203316,2.37E-05,0.00020360947
356,0.02165261325,0.023978993,0.00027326326,0.004375607
357,0.01661915996,0.034357153,0.00014610449,0.0016919076
358,0.9831147653,0.901826,0.9974262,0.993929
359,0.0003068838221,0.000506483,4.30E-05,0.00059196353
360,0.982937276,0.9964195,0.9965558,0.9995225
361,0.0467705326,0.08983128,0.02245651,0.0111423135
362,0.001846498248,0.0007098466,0.00021785536,0.005401224
363,0.2941499931,0.21793294,0.008876698,0.011517286
364,0.0003507773087,0.00022870302,0.0013153765,0.00025615096
365,0.0002759376786,0.0005635172,5.74E-05,0.00025510788
366,0.999998788,0.99999595,1,1
367,0.4728806279,0.6236236,0.15662178,0.007565081
368,0.1533584339,0.07935437,0.047195334,0.19948411
369,0.0004919270593,0.00039085746,0.00020361425,0.0004850626
370,0.0142620683,0.026813798,0.0017203956,0.003888011
371,0.02642326386,0.022548757,0.0049115266,0.01799509
372,0.0682099656,0.114747316,0.016136458,0.060894698
373,0.0001621066865,0.00013303012,7.82E-07,2.11E-05
374,0.9995764207,0.9981699,1,0.99990326
375,0.002961921697,0.00090477616,0.0009766485,0.0065265894
376,0.003378357517,0.00030976534,0.00043876065,0.004965782
377,0.0009924325846,0.0031496957,5.91E-06,6.32E-05
378,0.1410360693,0.09879812,0.013014486,0.017644584
379,0.01995039387,0.077128604,4.74E-05,0.00038775802
380,0.0001583913854,0.00020043552,1.80E-06,1.94E-05
381,0.06421033113,0.07926179,0.0041346666,0.049012393
382,0.04436289766,0.04564681,0.0007283231,0.0020624697
383,0.99993024,0.99930716,0.99999976,0.99999917
384,0.0006358106887,0.0007122457,2.59E-05,0.00068822503
385,0.0002116048438,0.00010193139,1.21E-06,1.76E-05
386,0.0001932887504,0.00010942668,2.28E-06,3.59E-05
387,0.00179881652,0.0040793642,3.06E-05,0.00013655424
388,0.999998528,0.99999547,1,1
389,0.9983536953,0.98767364,0.9998845,0.99994504
390,0.9997501987,0.9955037,0.9999629,0.9999959
391,0.0001706202839,0.000148125,2.89E-06,1.49E-05
392,0.365817687,0.20361161,0.08982192,0.039862514
393,0.999994254,0.9999923,1,1
394,0.0004250699879,0.0025827438,1.61E-06,1.21E-05
395,0.05150538107,0.03318824,0.022831034,0.032904357
396,0.007302755191,0.012518592,6.96E-05,0.00038725138
397,0.01931582093,0.076403916,0.002144306,0.0053224564
398,0.9999969287,0.9999883,1,0.99999976
399,0.993920424,0.9926844,0.9959341,0.99688315
400,0.0006635328133,0.00044310838,0.00010749184,0.00053599477
401,0.0003713182573,0.00044831634,2.39E-05,0.0003245771
402,0.9997374747,0.998572,0.9996598,0.99992776
403,0.02699922507,0.025288895,0.0017858172,0.023831874
404,0.0005838151427,0.00019771606,0.00010269902,0.00029790401
405,0.002041848475,0.0065936297,4.51E-05,0.0029028058
406,0.0004638671876,0.00028258562,7.77E-05,0.0001924634
407,0.844779272,0.7959363,0.9972485,0.9968309
408,0.1359826219,0.07695664,0.044910856,0.06418353
409,0.01417312828,0.015364483,0.00021015343,0.0004002452
410,0.0003298035319,0.0030814111,2.93E-06,3.11E-05
411,0.004357471957,0.019402742,9.68E-06,0.00020220876
412,0.99972782,0.9938397,0.999982,0.999995
413,0.1419239067,0.092877746,0.060447667,0.06391919
414,0.1328082637,0.12891513,0.008043982,0.06323022
415,0.9993248193,0.9952488,0.9996538,0.9999957
416,0.0004757731835,0.0004631728,2.51E-05,7.39E-05
417,0.003481753968,0.00050055236,0.00017010597,0.0005570352
418,0.0366774638,0.07553896,0.011135011,0.007147521
419,0.1639514253,0.25749964,0.17966025,0.124887496
420,0.995814524,0.9876872,0.9966889,0.9998605
421,0.99999916,0.9999964,1,1
422,0.008340414372,0.020966105,0.0017059816,0.0064347684
423,0.9857402867,0.91544396,0.99987495,0.9990077
424,0.03966434036,0.030102983,0.00017337047,0.005401671
425,0.9991631467,0.9980167,0.99876225,0.9999605
426,0.0003505938531,0.00025836378,5.74E-05,0.000114142895
427,0.9999711667,0.9998188,0.9999697,0.99999994
428,0.9997752027,0.9996852,0.9997489,0.9999144
429,0.9993879273,0.99687684,0.99999845,0.9999982
430,0.001405656343,0.0009700805,0.00022851606,0.004232496
431,0.01911833859,0.09121956,5.74E-05,0.005548626
432,0.9996677667,0.9982836,0.9998882,0.99992913
433,0.2727425015,0.45001376,0.0074419877,0.19169337
434,0.1440519034,0.2869082,0.00039522653,0.122728825
435,0.00053332647,0.00017777085,0.00032218514,0.0017858148
436,0.01089492524,0.030663408,1.96E-05,0.0032650232
437,0.0002785061697,0.0001605004,3.20E-06,3.17E-05
438,0.0005776117647,0.0002869591,1.15E-05,2.87E-05
439,0.03027346197,0.07921087,0.00081406994,0.0007247925
440,0.0007858148935,0.002356872,1.98E-05,5.12E-05
441,0.001171104123,0.00023319572,0.00030679457,0.002844721
442,0.0002048414519,0.00014023483,2.41E-06,2.37E-05
443,0.9997372673,0.99922144,0.99999774,0.99999976
444,0.0001958084051,0.00021412969,3.11E-06,2.24E-05
445,0.999998846,0.9999966,1,1
446,0.635157598,0.2569393,0.32676688,0.8064575
447,0.0001333154649,0.00026395172,4.46E-06,1.67E-05
448,0.9983671167,0.99144626,1,0.99974036
449,0.9993080327,0.9981238,0.99952817,0.9999882
450,0.01477086933,0.01903975,4.09E-05,0.0007558167
451,0.9804400353,0.9707625,0.99916327,0.99892426
452,0.0006461109747,0.00016378611,8.91E-05,0.0003734231
453,0.9988476527,0.9989723,0.99997866,0.99998045
454,0.01879570313,0.030891582,0.004251994,0.0008511245
455,0.99999592,0.9999795,1,1
456,0.0006638646048,0.00027129054,0.00010649273,0.0006532669
457,0.0002571125841,0.00030308962,0.00024414688,0.00017815828
458,0.08041971764,0.5740429,0.0014525377,0.0004709363
459,0.0003472856392,0.0003029257,2.04E-05,4.38E-05
460,0.0002375284481,0.000100016594,2.51E-06,3.41E-05
461,0.7087207707,0.7197332,0.8470405,0.9850661
462,0.9978394133,0.9863853,0.99950206,0.9998932
463,0.1144798997,0.027812146,0.0012414923,0.031261235
464,0.0003737016897,0.000528425,0.00012065286,0.0008074939
465,0.9998887527,0.9994252,0.9999503,0.9999981
466,0.9976319813,0.99826396,0.99877733,0.9999725
467,0.9551416827,0.9066669,0.9714181,0.9946476
468,0.001604248392,0.0022993386,1.90E-05,0.00020778179
469,0.9952063,0.9913534,0.9993907,0.9988544
470,0.999998392,0.9999965,1,1
471,0.1143215095,0.084737204,0.023770345,0.030994684
472,0.999081564,0.99623835,0.9935875,0.99998844
473,0.0002061666897,0.00047650188,2.97E-05,6.12E-05
474,0.007997465144,0.054250486,0.00017678055,0.000856936
475,0.1539987813,0.11237113,0.08993926,0.025343537
476,0.000152142902,0.00033126026,3.66E-06,1.17E-05
477,0.05393129353,0.04677113,0.032109763,0.015720457
478,0.96317001,0.9124436,0.99901116,0.9724127
479,0.001163643592,0.00058410317,0.0017945094,0.001534313
480,0.001057597405,0.0022891387,7.92E-06,1.42E-05
481,0.999756166,0.9995284,0.99997294,0.99999493
482,0.999998608,0.99999565,1,1
483,0.1298300761,0.44478244,0.00025682908,0.11630157
484,0.999998494,0.99999535,1,1
485,0.8093339727,0.061098725,0.998302,0.9999662
486,0.000178972907,0.00016411394,3.32E-06,1.33E-05
487,0.999771424,0.99979067,0.99999917,0.99999917
488,0.005074912387,0.0027029216,0.003639912,0.0064484477
489,0.002924565462,0.0062701777,5.93E-06,2.11E-05
490,0.02253455846,0.044124633,0.00022329028,0.00086420774
491,0.9998116047,0.9984896,0.9999988,0.99997973
492,0.04451888616,0.1479685,0.03250914,0.018612146
493,0.004453299369,0.008694887,1.05E-05,0.0002297759
494,0.1405114165,0.11772458,0.034050234,0.048241466
495,0.0001583078587,0.00013995916,4.39E-06,1.93E-05
496,0.9307173593,0.89797854,0.45446706,0.9594288
497,0.999998964,0.9999962,1,1
498,0.997744386,0.9933132,0.99990034,0.9998469
499,0.9998461367,0.99879426,1,0.999856
500,0.01684889995,0.007928632,0.023344649,0.003482312
501,0.000249671938,0.0004768595,0.00010894842,0.00034612417
502,0.999994068,0.9999924,1,1
503,0.002125128091,0.0004942119,0.0003412934,0.001637727
504,0.1484677245,0.068407424,0.015156737,0.09002009
505,0.0005446871179,0.0003490001,0.00012326452,0.0004930794
506,0.08199315933,0.05065348,0.055899017,0.07708153
