Id,X1-H,"Best
",X-4-1.8,X-3-1,RNN,XG3k,Lightgbm
70,0.021792332,0.09134638566,0.019949155,0.027510755,1.27E-01,0.108396166,5.23E-02
71,0.0099094175,0.07529981023,0.007401363,0.013779316,1.14E-01,0.09295470875,4.28E-02
72,0.32624727,0.2771560674,0.37880564,0.3052312,2.00E-01,0.327623635,2.98E-01
73,0.0027066593,0.1140310852,0.0028030933,0.0044662748,2.11E-01,0.1043533297,1.87E-02
74,0.16032062,0.2631142973,0.14733005,0.2138856,3.20E-01,0.26366031,2.00E-01
75,0.31675866,0.3742742518,0.28113946,0.34696057,3.01E-01,0.35437933,5.20E-01
76,0.070774436,0.209587766,0.050141323,0.076741934,3.36E-01,0.187887218,7.85E-02
77,0.9447115,0.8945022391,0.9059268,0.96289754,8.51E-01,0.87535575,9.49E-01
78,0.025247997,0.0932679571,0.024344193,0.023711752,1.55E-01,0.1056239985,3.88E-02
79,0.029242497,0.1796899105,0.03216528,0.030962741,2.66E-01,0.1406212485,1.12E-01
80,0.960859,0.5461843024,0.95672065,0.9606873,1.61E-01,0.7099295,9.20E-01
81,0.01018857,0.06934402131,0.013045023,0.0120740095,9.59E-02,0.082094285,4.92E-02
82,0.035954032,0.1990792291,0.060069866,0.05497116,3.10E-01,0.173977016,8.99E-02
83,0.0031108556,0.06063360159,0.0035131401,0.0052897288,9.77E-02,0.0790554278,3.30E-02
84,0.3712029,0.240243336,0.37686568,0.37677833,2.50E-01,0.35310145,2.28E-01
85,0.01446232,0.06668641378,0.013583945,0.012677319,8.88E-02,0.09173116,4.34E-02
86,0.3490203,0.302066991,0.35665518,0.33488587,1.48E-01,0.34601015,4.26E-01
87,0.04904043,0.1382704761,0.048359536,0.05743343,1.77E-01,0.144520215,1.04E-01
88,0.9834732,0.8467142282,0.9835714,0.98382056,7.25E-01,0.8707366,9.59E-01
89,0.03560558,0.09597930293,0.028793922,0.0370134,1.31E-01,0.11930279,7.39E-02
90,0.14918168,0.1574175502,0.16972978,0.10857442,1.78E-01,0.23059084,1.14E-01
91,0.1945528,0.2710066809,0.14189602,0.19416893,2.50E-01,0.2557764,2.58E-01
92,0.029630974,0.1640202807,0.027198467,0.031181842,2.64E-01,0.148315487,6.91E-02
93,0.004425208,0.06538591395,0.0053410246,0.006948038,1.14E-01,0.080712604,1.81E-02
94,0.006772426,0.07232948775,0.006761074,0.00915273,1.24E-01,0.084386213,1.95E-02
95,0.010556966,0.06476090551,0.011369525,0.016387992,9.71E-02,0.080778483,3.24E-02
96,0.065964915,0.2057821458,0.06949752,0.072386265,3.01E-01,0.1764824575,1.06E-01
97,0.035353832,0.1533431921,0.03852214,0.031292673,2.15E-01,0.147676916,7.99E-02
98,0.04253652,0.1129050441,0.043596044,0.05729472,1.18E-01,0.13126826,9.56E-02
99,0.1563203,0.2975239685,0.16615139,0.18879957,3.70E-01,0.26916015,2.51E-01
100,0.09737448,0.1516968349,0.0996969,0.124178335,1.35E-01,0.16218724,1.81E-01
101,0.009761698,0.08116579581,0.011105012,0.015341378,1.27E-01,0.097380849,3.56E-02
102,0.007912824,0.06985103296,0.0067340145,0.011501489,1.21E-01,0.088956412,1.82E-02
103,0.17073274,0.3610241289,0.14122896,0.14588474,4.68E-01,0.30136637,2.55E-01
104,0.0063755563,0.06188821937,0.005373738,0.009012167,1.08E-01,0.08068777815,1.75E-02
105,0.11882478,0.19533151,0.090419054,0.1224361,1.54E-01,0.18791239,2.63E-01
106,0.112433955,0.1636439694,0.097190596,0.082562834,1.48E-01,0.1757169775,1.96E-01
107,0.0032091874,0.07725805957,0.0032084216,0.0047135316,1.37E-01,0.0881045937,1.90E-02
108,0.58599997,0.5354721928,0.54280657,0.4999825,4.80E-01,0.548999985,6.05E-01
109,0.009013994,0.07663122346,0.00907441,0.010975354,1.20E-01,0.086006997,3.04E-02
110,0.9347727,0.8159067539,0.95973694,0.9752082,6.71E-01,0.83188635,9.63E-01
111,0.023644418,0.1334427009,0.020055037,0.032820705,2.30E-01,0.128822209,4.87E-02
112,0.044505447,0.1325972688,0.04935331,0.046563745,2.06E-01,0.1382527235,6.52E-02
113,0.008258214,0.08842566755,0.0072085983,0.012974165,1.44E-01,0.097629107,3.83E-02
114,0.97001857,0.7871236453,0.9631938,0.9769865,6.46E-01,0.836009285,9.23E-01
115,0.088085994,0.1658317486,0.07827941,0.097741984,1.82E-01,0.166542997,1.74E-01
116,0.0046267565,0.05718104151,0.004868397,0.008476111,9.57E-02,0.07781337825,2.38E-02
117,0.0012873199,0.06594207087,0.00140318,0.002467679,1.19E-01,0.07914365995,1.57E-02
118,0.004983941,0.06529069918,0.009287721,0.007658675,1.11E-01,0.0804919705,2.36E-02
119,0.06307415,0.1304620556,0.061115466,0.068722226,1.62E-01,0.144037075,1.04E-01
120,0.38396147,0.4124844228,0.50885624,0.45121238,2.99E-01,0.402980735,5.81E-01
121,0.15054746,0.1938126525,0.16501296,0.16667216,1.84E-01,0.20527373,1.77E-01
122,0.9279664,0.7348372955,0.94782084,0.93975484,6.25E-01,0.8064832,8.65E-01
123,0.040268585,0.09590629593,0.044343643,0.07077072,9.88E-02,0.1241342925,8.58E-02
124,0.09004752,0.2268121487,0.09464027,0.089758635,2.53E-01,0.21652376,1.93E-01
125,0.08787208,0.1621152271,0.062955156,0.07876128,1.64E-01,0.16943604,1.99E-01
126,0.0049844016,0.05875018742,0.0030077444,0.0058556786,8.97E-02,0.0749922008,3.06E-02
127,0.025194595,0.1144038072,0.03058089,0.03738581,1.66E-01,0.1180972975,8.65E-02
128,0.007655622,0.07297475693,0.00844834,0.011893457,1.29E-01,0.086327811,2.09E-02
129,0.046575453,0.09779690263,0.058225255,0.08041593,1.10E-01,0.1287877265,9.25E-02
130,0.106180705,0.1734110364,0.085805796,0.08339083,1.53E-01,0.1780903525,2.51E-01
131,0.0031512554,0.06974820787,0.0027518342,0.0042335186,1.21E-01,0.0825756277,2.40E-02
132,0.13739352,0.1717799415,0.16267851,0.1349894,1.59E-01,0.19469676,1.60E-01
133,0.0042332257,0.05161839468,0.0041044424,0.0048553143,8.93E-02,0.07361661285,1.66E-02
134,0.0027810738,0.1461834831,0.002766142,0.003984155,2.75E-01,0.1238905369,2.15E-02
135,0.02100716,0.1086686575,0.01837317,0.02068661,1.79E-01,0.11200358,4.66E-02
136,0.017213162,0.09732798441,0.017176328,0.023374109,1.55E-01,0.103606581,4.20E-02
137,0.069934145,0.1355562666,0.04656293,0.06256646,1.85E-01,0.1544670725,7.20E-02
138,0.1908668,0.2213901385,0.2077673,0.1626702,1.58E-01,0.2299334,2.31E-01
139,0.0036153037,0.06115400794,0.0041546463,0.0048440215,9.29E-02,0.07530765185,3.32E-02
140,0.16382807,0.2076606754,0.10879376,0.10092774,1.02E-01,0.206914035,3.79E-01
141,0.18511754,0.2084865621,0.1632194,0.23029506,2.18E-01,0.24305877,1.95E-01
142,0.99521303,0.8819558132,0.997995,0.9970192,7.90E-01,0.894606515,9.77E-01
143,0.2121983,0.1994165466,0.15858841,0.1654721,1.99E-01,0.23709915,2.25E-01
144,0.20325258,0.246122597,0.21522868,0.2527565,2.26E-01,0.27312629,2.35E-01
145,0.00524754,0.064508821,0.007220936,0.008884104,1.04E-01,0.08212377,3.14E-02
146,0.04240403,0.08748305634,0.048992787,0.057599787,1.18E-01,0.110702015,5.94E-02
147,0.012620287,0.1260717578,0.011510964,0.022273716,2.19E-01,0.1188101435,3.49E-02
148,0.22047944,0.3653508736,0.23230343,0.24727829,4.27E-01,0.31223972,2.92E-01
149,0.007770245,0.07199428892,0.0074061016,0.010235271,1.27E-01,0.0858851225,1.76E-02
150,0.034962337,0.1265834456,0.021798577,0.031382192,2.14E-01,0.1274811685,4.11E-02
151,0.021454362,0.08218016656,0.023008402,0.030652499,1.11E-01,0.100727181,6.18E-02
152,0.05867683,0.1564029983,0.063841365,0.06838093,2.02E-01,0.159838415,1.02E-01
153,0.02333243,0.1282270443,0.03284432,0.035951987,1.82E-01,0.125666215,8.08E-02
154,0.011668399,0.0949182193,0.009878257,0.013785474,1.48E-01,0.1003341995,5.29E-02
155,0.011854337,0.0745582398,0.0112066325,0.013417368,1.10E-01,0.0904271685,4.52E-02
156,0.008956562,0.1168791173,0.008029899,0.008480766,2.02E-01,0.115978281,2.84E-02
157,0.03268943,0.09372727051,0.026679408,0.030533304,1.24E-01,0.118344715,5.52E-02
158,0.10145275,0.1125344562,0.08431468,0.11854657,1.36E-01,0.156726375,6.41E-02
159,0.0040095495,0.08038908605,0.0050212005,0.0067697726,1.43E-01,0.08750477475,1.76E-02
160,0.008593201,0.0868143869,0.008979911,0.010553222,1.41E-01,0.0997966005,3.48E-02
161,0.88333786,0.7278519362,0.8897894,0.8865445,6.83E-01,0.76966893,7.96E-01
162,0.03648222,0.09795687105,0.026533414,0.052532554,1.36E-01,0.11074111,5.20E-02
163,0.01269674,0.08057709563,0.01115657,0.018343369,1.39E-01,0.09034837,2.78E-02
164,0.0077459365,0.06131953836,0.0074385456,0.010945105,8.81E-02,0.08537296825,3.76E-02
165,0.5489973,0.4199221789,0.55050147,0.5553586,2.73E-01,0.47649865,6.14E-01
166,0.014299078,0.07607050871,0.011681387,0.014627021,1.16E-01,0.101149539,4.16E-02
167,0.014926888,0.1622124516,0.011229968,0.02653383,2.58E-01,0.143963444,7.03E-02
168,0.112367295,0.2154437763,0.075711586,0.106165,2.16E-01,0.2056836475,2.59E-01
169,0.1450264,0.1536447286,0.15649495,0.11485398,1.39E-01,0.1830132,2.00E-01
170,0.05424849,0.1191854084,0.048407435,0.053832743,1.66E-01,0.145624245,7.64E-02
171,0.073997125,0.1248248344,0.064168915,0.09169781,1.59E-01,0.1509985625,9.91E-02
172,0.12743446,0.1423473282,0.16935714,0.13406095,1.55E-01,0.18821723,1.26E-01
173,0.05216503,0.1184731388,0.061568446,0.07280729,1.64E-01,0.136582515,7.89E-02
174,0.0060298913,0.06808407338,0.006080177,0.0072686537,1.05E-01,0.08401494565,3.76E-02
175,0.90549964,0.7198084314,0.9348591,0.89559174,5.71E-01,0.76124982,8.89E-01
176,0.20618358,0.3174366044,0.23756835,0.23609829,2.94E-01,0.29559179,3.46E-01
177,0.02013584,0.1063803945,0.025369799,0.0205857,1.63E-01,0.11156792,4.90E-02
178,0.1302959,0.1820682414,0.16481403,0.1178596,1.38E-01,0.19114795,1.98E-01
179,0.11415453,0.1563989932,0.07725637,0.069734395,1.55E-01,0.174077265,1.86E-01
180,0.06853633,0.1580302992,0.06411166,0.05507843,1.87E-01,0.153768165,1.35E-01
181,0.017947432,0.06823766054,0.016329493,0.024262259,8.45E-02,0.100973716,5.63E-02
182,0.42326337,0.4062555194,0.37399012,0.3176372,3.49E-01,0.402131685,4.38E-01
183,0.0059387092,0.07552028321,0.0063056163,0.009851589,1.20E-01,0.0859693546,3.40E-02
184,0.001276768,0.05488023169,0.0014569806,0.0026363782,9.94E-02,0.073638384,1.13E-02
185,0.002855792,0.10397747,0.0031987044,0.0041043074,1.92E-01,0.101427896,1.78E-02
186,0.046029843,0.1204990098,0.04580214,0.04959957,1.22E-01,0.1275149215,1.01E-01
187,0.008677301,0.09171472704,0.00807173,0.012947988,1.54E-01,0.0933386505,3.50E-02
188,0.03181067,0.139928772,0.017893843,0.028980637,2.34E-01,0.136905335,5.37E-02
189,0.01032385,0.08664326384,0.008130044,0.0147379255,1.52E-01,0.096161925,2.37E-02
190,0.011589769,0.0682011062,0.00925153,0.013307771,9.67E-02,0.0877948845,4.33E-02
191,0.079085276,0.2372858003,0.07873496,0.086508155,2.90E-01,0.201542638,1.88E-01
192,0.14396438,0.203808889,0.17261828,0.13463394,1.68E-01,0.20198219,2.63E-01
193,0.033400103,0.1484541065,0.03382611,0.03974101,2.07E-01,0.1297000515,1.04E-01
194,0.021849934,0.08802539178,0.017905254,0.026718892,1.28E-01,0.107424967,4.83E-02
195,0.7806509,0.5116836668,0.7062124,0.7819192,4.05E-01,0.63832545,5.50E-01
196,0.09773075,0.2098547542,0.10264814,0.118455894,1.87E-01,0.198365375,2.24E-01
197,0.0206723,0.08327260106,0.022988867,0.024365157,1.39E-01,0.10283615,3.16E-02
198,0.9454746,0.8380582261,0.9539405,0.9611551,7.28E-01,0.8462373,9.38E-01
199,0.006104918,0.1316057669,0.0065376065,0.00866479,2.38E-01,0.119552459,2.90E-02
200,0.009503384,0.09760728212,0.008831505,0.01065186,1.66E-01,0.101251692,3.44E-02
201,0.15800652,0.3248919055,0.15347996,0.2053973,3.75E-01,0.27150326,2.94E-01
202,0.0016616601,0.05436449009,0.001848893,0.0029485591,9.52E-02,0.07383083005,1.64E-02
203,0.13889918,0.1782895589,0.104686104,0.1021178,1.04E-01,0.21244959,1.90E-01
204,0.00446435,0.06513986717,0.004728686,0.0069392994,1.11E-01,0.084732175,2.08E-02
205,0.023893308,0.06885460263,0.022379307,0.031342898,1.00E-01,0.101946654,4.23E-02
206,0.04035718,0.1008541609,0.037412826,0.04641538,1.39E-01,0.11317859,6.62E-02
207,0.18431945,0.3274283609,0.14053176,0.19806653,3.26E-01,0.287659725,3.29E-01
208,0.06429152,0.1351469905,0.05796843,0.070080355,1.77E-01,0.13914576,8.04E-02
209,0.00547274,0.06709818799,0.0068457453,0.0092394985,1.14E-01,0.08073637,2.41E-02
210,0.04121867,0.1203538354,0.03839526,0.05369803,1.65E-01,0.134609335,8.69E-02
211,0.15857533,0.3109494432,0.17631468,0.17579879,4.54E-01,0.282287665,1.81E-01
212,0.029169744,0.2461673405,0.036647998,0.038911458,3.75E-01,0.181084872,9.81E-02
213,0.19010398,0.3522795484,0.2829229,0.20613411,2.97E-01,0.27255199,3.98E-01
214,0.012320986,0.1198627372,0.009476655,0.018796062,2.10E-01,0.114660493,2.67E-02
215,0.00904795,0.08827540219,0.0087524885,0.010326369,1.40E-01,0.091023975,4.62E-02
216,0.0020349608,0.1137180858,0.0015805099,0.0030057004,2.14E-01,0.1040174804,1.64E-02
217,0.016681278,0.07451785549,0.019467026,0.028149726,1.04E-01,0.089840639,4.12E-02
218,0.16288291,0.1428251569,0.13669439,0.16469726,1.37E-01,0.193441455,1.62E-01
219,0.0037655688,0.06034442363,0.0043233153,0.005797525,9.83E-02,0.0758827844,2.66E-02
220,0.015125535,0.09338274348,0.017345298,0.020750081,1.38E-01,0.0980627675,5.65E-02
221,0.011920733,0.07512241771,0.010634839,0.011553256,1.15E-01,0.0869603665,3.86E-02
222,0.16571444,0.1288262509,0.14171906,0.14754198,1.26E-01,0.20385722,1.24E-01
223,0.88029176,0.8942570135,0.8467699,0.8042165,9.05E-01,0.84664588,8.73E-01
224,0.064798884,0.1399938573,0.06877502,0.08504413,1.04E-01,0.144399442,1.88E-01
225,0.037155125,0.2070745175,0.028855458,0.06495908,3.12E-01,0.1770775625,1.07E-01
226,0.042683028,0.1100841151,0.03200416,0.0519593,1.54E-01,0.137841514,7.03E-02
227,0.00785849,0.05748435817,0.00890601,0.009993823,8.51E-02,0.081929245,3.42E-02
228,0.028344233,0.08128112385,0.039303977,0.043608148,8.98E-02,0.1041721165,7.30E-02
229,0.37822536,0.310684494,0.35022375,0.4109731,1.11E-01,0.34161268,6.02E-01
230,0.07053661,0.1467692464,0.07086369,0.06030999,1.73E-01,0.157768305,1.12E-01
231,0.006584382,0.09561774813,0.006081746,0.011645078,1.58E-01,0.097792191,3.98E-02
232,0.011872432,0.09092269772,0.0143987145,0.020429362,1.34E-01,0.095436216,5.99E-02
233,0.6868756,0.6243161872,0.6244947,0.5875025,6.20E-01,0.6434378,6.31E-01
234,0.02028021,0.08695333704,0.015989263,0.022852112,1.15E-01,0.110640105,6.65E-02
235,0.007810287,0.07629413924,0.00940927,0.012896973,1.32E-01,0.0924051435,2.14E-02
236,0.008969813,0.07402833935,0.007513323,0.008698129,1.25E-01,0.0894849065,2.42E-02
237,0.020878287,0.08312231511,0.019113678,0.018932333,1.14E-01,0.1099391435,5.50E-02
238,0.005753863,0.06034796884,0.008193793,0.008202475,1.00E-01,0.0788769315,2.29E-02
239,0.023656916,0.1300586334,0.022388082,0.028456142,2.33E-01,0.131828458,2.87E-02
240,0.14244975,0.2243000319,0.11135761,0.15284373,2.94E-01,0.234224875,1.36E-01
241,0.014046562,0.1010998808,0.012000492,0.019877424,1.73E-01,0.103023281,3.67E-02
242,0.006181107,0.06799835712,0.0057194512,0.0077614686,1.15E-01,0.0835905535,2.51E-02
243,0.0026498488,0.07634112,0.00293773,0.00507295,1.38E-01,0.0853249244,1.74E-02
244,0.009175994,0.07153284469,0.009481102,0.0106247505,1.14E-01,0.088087997,3.99E-02
245,0.023774743,0.1136348457,0.02371003,0.04392999,1.36E-01,0.1068873715,6.70E-02
246,0.0061868066,0.06463060379,0.0060985982,0.010462292,1.09E-01,0.0815934033,2.29E-02
247,0.008981714,0.05747718563,0.009022603,0.01142702,8.41E-02,0.076490857,2.92E-02
248,0.038961988,0.1349911283,0.045178745,0.05972077,2.27E-01,0.132980994,5.63E-02
249,0.0041216365,0.06453909981,0.0058447635,0.0065384815,1.11E-01,0.07956081825,2.56E-02
250,0.1613274,0.2253052513,0.14726236,0.23120363,2.08E-01,0.2316637,2.85E-01
251,0.11713401,0.2001296698,0.10579358,0.09283258,1.89E-01,0.179567005,2.47E-01
252,0.22122736,0.2679363725,0.22806327,0.25699046,1.11E-01,0.23811368,4.16E-01
253,0.12961169,0.2027569302,0.114058636,0.16807824,1.78E-01,0.212305845,2.03E-01
254,0.0019054825,0.06050619466,0.0015290446,0.0026815233,1.05E-01,0.07745274125,1.72E-02
255,0.41222778,0.4689704115,0.5453704,0.43141425,3.24E-01,0.41561389,5.49E-01
256,0.06583853,0.3006362779,0.053363733,0.059850734,4.43E-01,0.216919265,2.21E-01
257,0.97128296,0.8131930854,0.9842051,0.9820907,6.87E-01,0.85414148,9.23E-01
258,0.02443617,0.1158327602,0.027964229,0.023826256,1.81E-01,0.120718085,5.87E-02
259,0.87352973,0.6726544505,0.81755465,0.8307453,5.76E-01,0.721264865,7.46E-01
260,0.35634288,0.2418200607,0.3830549,0.33352718,1.40E-01,0.31967144,4.53E-01
261,0.036427435,0.1225777482,0.029533023,0.037410215,1.96E-01,0.1322137175,5.23E-02
262,0.032271132,0.1355229168,0.038328834,0.039573207,2.00E-01,0.133135566,6.98E-02
263,0.00869412,0.08402493032,0.007210867,0.014742725,1.32E-01,0.09984706,3.71E-02
264,0.70288503,0.5755180808,0.70037425,0.77402973,4.26E-01,0.644442515,6.98E-01
265,0.01233211,0.07094636477,0.014854456,0.018156972,1.13E-01,0.090166055,2.85E-02
266,0.035212256,0.09283510745,0.0341369,0.041547325,1.21E-01,0.115106128,6.16E-02
267,0.013142151,0.06677183029,0.016979212,0.014700027,1.09E-01,0.0875710755,2.63E-02
268,0.14962351,0.1365171905,0.10238594,0.12263376,1.69E-01,0.186311755,1.12E-01
269,0.008672636,0.08861437144,0.0078022135,0.011888922,1.48E-01,0.092836318,4.12E-02
270,0.955074,0.8432430908,0.9649873,0.9745494,7.54E-01,0.860537,9.11E-01
271,0.12816457,0.3418320123,0.13097301,0.10953617,4.73E-01,0.277082285,1.57E-01
272,0.01691011,0.102374102,0.01386865,0.017596316,1.64E-01,0.107455055,5.31E-02
273,0.0062184134,0.06778557376,0.008711675,0.008652866,1.16E-01,0.0836092067,2.46E-02
274,0.008137757,0.08138288937,0.008376444,0.013344028,1.31E-01,0.0935688785,4.15E-02
275,0.6821729,0.5625892858,0.65811384,0.6479222,5.29E-01,0.63308645,6.31E-01
276,0.0056251315,0.06047501928,0.0074041313,0.00792448,1.01E-01,0.07981256575,2.38E-02
277,0.48368016,0.5140041633,0.48283362,0.46204552,5.42E-01,0.50584008,6.21E-01
278,0.0059135025,0.08423994914,0.006779182,0.01042776,1.41E-01,0.08995675125,3.45E-02
279,0.8527838,0.6292838427,0.80051136,0.8466939,4.82E-01,0.7218919,7.63E-01
280,0.020351673,0.09807577811,0.025341356,0.033158775,1.49E-01,0.1046758365,5.86E-02
281,0.003594982,0.0646984132,0.0037633758,0.0058313017,1.09E-01,0.079297491,2.29E-02
282,0.13378212,0.1701843242,0.08379238,0.107491106,1.54E-01,0.19439106,2.05E-01
283,0.016051834,0.08481249064,0.01209938,0.0148002785,1.32E-01,0.096525917,4.87E-02
284,0.0020976537,0.08839780451,0.0017675363,0.0031522657,1.63E-01,0.09104882685,1.65E-02
285,0.15326437,0.271682993,0.2296561,0.2217869,4.01E-01,0.271632185,1.20E-01
286,0.983134,0.8451894754,0.9910558,0.9879549,7.34E-01,0.864567,9.57E-01
287,0.0061394842,0.1459288995,0.0067468984,0.008650015,2.61E-01,0.1220697421,3.48E-02
288,0.048715644,0.1256843279,0.044265747,0.059057653,1.79E-01,0.132357822,7.24E-02
289,0.003418564,0.07211521121,0.003450858,0.005362087,1.25E-01,0.083209282,2.26E-02
290,0.04541834,0.1219785715,0.03855785,0.046239987,1.30E-01,0.12720917,1.04E-01
291,0.008554101,0.1178906914,0.008386822,0.013079934,2.16E-01,0.1117770505,2.23E-02
